aa_000,ag_002,ag_003,ag_004,ah_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,ay_008,az_005,az_007,ba_000,ba_002,ba_003,ba_004,ba_008,bb_000,bg_000,bh_000,bi_000,bj_000,bt_000,bu_000,bv_000,bx_000,by_000,cc_000,ce_000,ci_000,cj_000,ck_000,cn_000,cn_001,cn_002,cn_008,cn_009,cq_000,cs_002,cs_004,de_000,dg_000,dn_000,ds_000,dt_000,ee_000,ee_005
262,0,1262,18322,11648,2222,4134,27784,23014,16190,1902,0,28798,18334,1710,17414,3234,1732,1310,8,46262,11648,460,8790,7294,261.73,46262,46262,45088,95.0,30616,892,18002.88,0.0,11356.8,0,140,7662,0,0,46262,50,180,104,0,504,390,80,13032,4242
38770,0,0,96,1250896,0,0,2565478,2171750,446946,344394,0,1733148,673946,0,1040068,213528,180030,229340,0,3012822,1250896,44982,243210,203078,38769.43,3012822,3012822,3011946,19880.0,2939192,102136,2298119.04,0.0,639340.8,0,0,0,3778,662,3012822,57384,200130,66,0,22312,107408,21854,664810,257480
12,0,0,60,2670,0,0,6492,3212,19812,838,0,7656,5314,0,6596,200,20,10,40,26328,2670,228,16704,3088,12.43,26328,26328,31228,26.0,7656,374,2460.48,0.0,4122.24,0,0,0,0,0,26328,30,384,56,0,204,60,22,5502,6
1030,0,0,46,33646,0,0,72270,62002,29864,4150,0,71944,64330,0,31494,5726,1088,630,186,102190,33646,800,21452,8330,1030.77,102190,102190,102690,259.0,72062,2250,54263.04,0.0,16703.04,0,0,0,12,0,102190,1674,2366,154,0,652,1246,332,18516,12652
40050,0,0,354,1577156,0,0,2994776,2141626,1336958,747534,0,0,1225284,0,2088120,226442,165902,137398,2398,4332552,1577156,67906,671146,664270,40050.25,4332552,4332552,4349120,19454.0,3809384,187658,3136769.28,31745.28,636907.2,0,0,0,6018,216,4332552,40590,177598,374,0,40714,153816,30096,723788,271322
630484,0,0,0,17712088,805864,1213326,28572812,24559742,15126472,4294602,0,0,0,0,0,0,0,0,0,44506700,17712088,663604,11590208,3507646,630484.08,44506700,44506700,3444,0.0,0,0,30541139.52,182678.4,4504118.4,0,0,0,0,0,44506700,0,0,0,0,344548,0,0,0,0
92332,0,0,403914,3079630,2022,4224,5850010,5031978,1373478,647992,0,2221490,2795986,0,1707408,693046,513012,397436,8540,7226868,3079630,82840,809390,560576,92332.05,7226868,7226868,7185994,44213.0,6571744,198256,5876873.28,0.0,690146.88,0,0,30636,4724,210,7226868,76398,238250,186,0,44394,171268,24348,736954,698886
32,0,0,56,3700,0,0,7922,4968,5566,1746,0,1204,9406,0,8806,388,262,164,0,13500,3700,266,2298,3248,31.33,13500,13500,16664,29.0,11078,784,5725.44,0.0,4107.84,0,0,0,0,0,13500,24,426,16,0,160,378,116,5832,0
39780,0,0,7986,1173886,0,0,2445834,2144730,462694,247358,0,1169616,1386728,0,913210,400804,286628,163974,0,2909164,1173886,35280,258478,201302,39779.39,2909164,2909164,2917704,13116.0,2716032,74620,2251119.36,0.0,461402.88,0,0,3312,1164,16,2909164,33204,123662,182,0,18318,73898,15614,480538,346236
16,0,0,1022,1090,0,0,13864,11430,5412,1016,0,6112,512,0,5690,120,54,110,90,19298,1090,196,2708,2680,16.88,19298,19298,20862,26.0,7202,358,3138.24,21.12,2952.0,0,0,810,0,0,19298,18,70,34,0,274,84,26,4294,22
92776,0,110398,2407638,3281422,130076,229610,6022426,5467738,2779052,550266,0,142512,6744314,0,2871308,764404,363310,203892,0,8932466,3281422,84016,2059870,716914,92775.94,8932466,8932466,8910946,26915.0,6836128,63646,5787106.56,0.0,1040784.0,0,26670,997910,4590,26,8932466,401036,331986,190,0,32968,48792,12654,1083428,398486
39424,0,0,148542,1329326,0,0,2674684,2347372,614300,254116,0,1109922,1020890,0,829884,298982,224760,195886,4496,3289622,1329326,31420,370112,240636,39424.43,3289622,3289622,3270302,17966.0,2942976,74678,2585319.36,0.0,355456.32,0,0,3558,1402,76,3289622,22954,110466,126,0,17074,76516,10260,375856,239016
138,0,0,3958,11104,14,150,39726,27808,59090,3448,0,30636,23752,0,26362,768,552,286,8,98936,11104,768,49710,9014,137.26,98936,98936,103618,89.0,31584,1404,13021.44,0.0,17505.6,0,0,1582,0,0,98936,142,4890,74,0,854,876,160,18940,1294
258,0,708,23708,13540,1076,2800,35864,28846,23468,2044,0,32156,3384,1590,24356,2142,632,328,144,60478,13540,514,16142,7190,258.82,60478,60478,57994,135.0,36850,1048,20744.64,5779.2,8952.0,0,0,8862,6,0,60478,186,1064,56,0,604,450,80,16694,1602
42442,0,0,948,1274534,0,0,2112342,1785736,503772,282336,0,281456,735212,0,794496,242432,190516,148050,554,2616498,1274534,40102,250556,247020,42441.93,2616498,2616498,2615470,17623.0,2476790,67618,2231136.96,0.0,242732.16,0,0,0,3164,114,2616498,78928,137052,260,0,23002,67380,11440,264676,323462
41846,0,0,986,1213120,0,0,1736924,997922,891812,695074,0,97750,789096,2,695192,284000,211940,157390,0,2629076,1213120,68570,420086,469508,41846.26,2629076,2629076,2620780,16759.0,2465170,76562,2205912.96,0.0,257972.16,0,0,0,3548,160,2629076,46566,93834,142,0,40444,80970,17506,272896,330738
40816,0,0,2634,1257520,0,0,2478614,2153418,428582,270678,0,0,529990,0,1023684,287254,175336,132098,0,2907714,1257520,35654,220040,207872,40815.09,2907714,2907714,2902896,16520.0,2748380,97412,2475687.36,0.0,270989.76,0,0,0,6422,896,2907714,72096,137228,388,0,18308,91752,19572,288208,280502
59842,0,0,7930,2095114,0,0,3865304,3027460,1243266,693342,0,12782,4698226,0,1838122,436654,291654,249832,648,5109636,2095114,60080,381636,848474,59842.5,5109636,5109636,5012970,27879.0,4786536,145970,3836885.76,0.0,944602.56,0,0,0,6942,498,5109636,111264,295208,796,0,38248,112902,18014,982974,620972
29852,0,0,2956,1846406,0,0,3586772,2839288,917032,664514,0,0,722240,0,1862680,319774,262134,232586,278,4504730,1846406,61846,433566,481498,29852.17,4504730,4504730,4496632,26592.0,4296878,141434,3287669.76,0.0,1005450.24,0,0,0,8662,858,4504730,228780,165046,540,0,40044,80678,14466,1035634,71340
29906,0,0,190,963284,0,0,1825180,1514466,332492,274232,0,1022532,310036,0,596588,172210,124290,107032,0,2158024,963284,33606,150616,181238,29906.14,2158024,2158024,2160442,18272.0,2093728,95448,1777704.96,0.0,314724.48,0,0,0,3740,638,2158024,74548,100328,182,0,17188,66268,17982,326864,142492
5014,0,0,198,209496,0,0,430390,375594,138248,42010,0,212814,199838,0,302926,34510,17796,10426,0,568748,209496,7938,81852,55706,5014.17,568748,568748,569816,1786.0,494754,14960,326382.72,0.0,166813.44,0,0,0,446,0,568748,1628,45784,176,0,3884,15410,3290,172892,52092
39084,0,0,1508,1074294,0,0,2350032,2079988,366198,236606,0,742536,591962,0,692380,251504,172218,134770,0,2716666,1074294,26092,211368,154166,39083.65,2716666,2716666,2722850,21521.0,2607018,74952,2286339.84,0.0,318787.2,0,0,0,5382,530,2716666,60086,101028,136,0,15120,57082,8384,336164,533200
58,0,4922,4516,4676,3874,6486,9290,10698,7042,500,0,11914,6406,3618,10844,686,436,234,0,20242,4676,234,2622,4396,57.81,20242,20242,23654,38.0,14764,680,7365.12,0.0,6307.2,0,1324,5120,0,0,20242,30,812,216,0,334,0,0,7780,38
6692,0,0,4816,7294,0,0,465512,200630,17444,3220,0,92196,404334,0,167292,36034,13152,6812,0,482994,7294,740,8804,8312,6692.59,482994,482994,486754,1695.0,450792,9498,401413.44,69.12,48975.36,0,0,0,1144,100,482994,25780,10856,78,0,9378,5816,2012,51034,69548
61042,0,0,8326,2001736,0,0,3903488,3354300,806368,472188,0,1985174,643498,0,1366074,414418,258152,185980,0,4710564,2001736,60646,419308,384020,61041.82,4710564,4710564,4704726,29013.0,4428342,165330,3646231.68,0.0,778533.12,0,0,0,7660,460,4710564,81256,235210,266,0,29526,113724,23574,814282,1120924
480,0,0,12,15494,0,0,37860,33090,24370,1990,0,34836,35180,0,27216,1088,326,204,46,62272,15494,574,20370,3970,479.7,62272,62272,63956,169.0,36898,1006,29065.92,23.04,6611.52,0,0,0,14,0,62272,106,15984,26,0,388,736,108,8176,1416
1010,0,0,77968,29842,6340,21424,77350,73296,44202,3696,0,83124,77916,0,44302,12372,3246,1658,34,127994,29842,942,31348,12712,1009.57,127994,127994,125918,349.0,87570,1930,56414.4,0.0,29901.12,0,0,29032,0,0,127994,938,15782,120,0,818,980,200,32184,12096
11400,0,0,4930,328592,0,0,627114,484124,191920,118260,0,93814,218450,0,253344,50248,36620,26468,7320,819258,328592,12198,101730,88928,11400.67,819258,819258,817500,5418.0,747430,26046,631043.52,0.0,115809.6,0,0,0,814,34,819258,6166,17118,80,0,7702,29460,4532,123782,98110
14,0,0,14,1898,0,0,9694,7932,3368,664,0,5254,1018,0,3846,146,158,92,4,13080,1898,126,1496,1832,13.94,13080,13080,14204,26.0,5290,238,2021.76,0.0,2200.32,0,0,0,0,0,13080,54,182,38,0,112,56,22,3368,36
2082,0,0,16178,58340,964,1316,115790,102830,33258,5250,0,64876,108696,0,45118,18882,9162,4400,250,150122,58340,1160,18160,14760,2082.06,150122,150122,154050,626.0,125660,2660,104429.76,0.0,20112.96,0,0,5050,14,0,150122,3430,3768,158,0,918,2396,398,22232,16626
28274,0,0,398,842272,0,0,1679332,1313024,462338,318002,0,170762,344780,0,829532,132084,94672,64612,0,2142144,842272,29728,209736,247892,28274.74,2142144,2142144,2142878,15700.0,2025828,61150,1655764.8,19846.08,348581.76,0,0,0,5376,586,2142144,151110,209552,434,0,19654,37332,6710,386532,275806
1636,2926,29480,70130,31716,20816,30034,78822,83262,57312,8282,0,41926,14134,19202,40472,24202,11628,5580,440,157068,31716,1172,39224,17842,1635.61,157068,157068,157302,558.0,108228,2036,79969.92,0.0,27197.76,2854,4072,25732,4,0,157068,2674,3868,282,0,1312,1522,266,28854,8660
41866,0,0,158,1237890,0,0,1964846,1656136,434158,286882,0,254988,269660,4,639366,246412,204806,159018,14,2399036,1237890,45916,181342,249730,41866.82,2399036,2399036,2401474,18121.0,2345212,58810,2015464.32,0.0,325850.88,0,0,0,2054,148,2399036,40752,124130,130,0,22218,77722,18968,338044,208228
61030,0,0,2706,2761698,0,0,6177790,5443156,1025512,673292,0,2801938,1074258,0,2795746,664622,452942,333322,30,7203728,2761698,97060,588850,434482,61029.68,7203728,7203728,7211256,33148.0,6994514,322686,5560785.6,43.2,1427874.24,0,0,0,8806,286,7203728,594176,570806,422,0,45532,340748,51520,1459130,326232
212,0,0,1224,8046,26,146,18748,14052,15184,1962,0,19626,18842,0,9640,1288,456,134,0,33976,8046,344,11342,3774,211.35,33976,33976,37196,62.0,21072,814,14122.56,8.64,5969.28,0,0,598,0,0,33976,30,1258,78,0,270,770,138,7228,1008
2366,0,0,136,68012,0,0,151658,130770,47908,15112,0,13806,105826,0,72368,18360,16400,5130,0,199608,68012,2018,31120,16510,2365.56,199608,199608,200344,624.0,162786,5700,137763.84,0.0,24847.68,0,0,0,108,8,199608,944,6076,58,0,1130,6362,1158,26938,19426
43060,0,0,12650,1303368,0,0,2616806,2209962,1050298,318674,0,254864,1142608,0,1264596,276892,199234,155058,1090,3667880,1303368,36472,746856,300810,43060.89,3667880,3667880,3645348,16599.0,2967402,70260,2575424.64,25948.8,362872.32,0,0,0,4438,106,3667880,28684,111376,340,0,20908,83246,12320,417816,415658
4,0,0,28,3100,0,0,13978,10758,14034,620,0,7748,6508,0,6412,140,70,164,14,28040,3100,216,11872,2142,3.96,28040,28040,28130,32.0,7802,340,2476.8,0.0,4389.12,0,0,0,0,0,28040,90,858,138,0,234,88,26,5334,60
1166,0,0,94,33754,0,0,75582,69218,9074,4138,0,14132,28068,0,30700,8632,3644,1606,0,84686,33754,688,3812,5234,1165.82,84686,84686,87322,306.0,78178,2110,64187.52,0.0,13900.8,0,0,0,70,0,84686,1300,3232,56,0,402,652,206,14618,5330
6,0,0,696,1880,0,0,5336,3474,16714,476,0,5544,718,0,4384,44,60,60,20,22080,1880,128,14436,2246,6.36,22080,22080,24424,22.0,5582,222,1465.92,7.68,3053.76,0,0,680,0,0,22080,14,6,104,0,154,26,8,4290,36
78,0,0,6,6168,0,0,16794,12372,10940,996,0,16720,11554,0,13696,402,322,146,14,27778,6168,400,7312,3520,77.79,27778,27778,28170,59.0,16822,936,9628.8,480.0,5786.88,0,0,0,0,0,27778,70,3716,82,0,376,266,76,7506,604
39738,0,0,186,1265246,0,0,2665310,2220356,656190,356512,0,568240,825222,0,1166660,265182,184606,142872,4,3322410,1265246,41012,364634,289826,39738.87,3322410,3322410,3311908,20650.0,3041152,100540,2540427.84,0.0,498060.48,0,0,0,5762,522,3322410,64640,214990,286,0,24176,83834,17834,527566,389404
60094,0,0,18232,2010802,0,0,3651456,2853616,1409958,667050,0,40808,1678984,16,1856436,367832,262066,208072,0,5062606,2010802,78092,841142,559328,60093.44,5062606,5062606,4702950,23602.0,4364288,162846,3416305.92,0.0,944049.6,0,0,0,9584,254,5062606,271732,325800,76,0,42638,155834,36700,987918,215510
39670,0,0,478,1105736,0,0,2216924,1998280,356022,169202,0,18686,2270814,0,700428,213982,175512,181764,0,2573398,1105736,26220,234522,121002,39670.44,2573398,2573398,2575894,12928.0,2311228,75904,1980077.76,0.0,328845.12,0,0,0,6694,674,2573398,8552,99660,374,0,15492,62430,15050,343968,204138
14,0,0,28,2086,0,0,4528,2338,6542,1012,0,834,4552,0,4700,76,20,14,0,11078,2086,100,3722,2804,14.55,11078,11078,16936,9.0,5262,352,2168.64,0.0,3057.6,0,0,0,0,0,11078,12,54,42,0,84,74,20,3280,0
59958,0,0,10348,1931106,0,0,3690718,2696646,1470164,789274,0,153168,787956,0,1602980,399876,284556,213406,0,5162760,1931106,71558,713334,751698,59958.19,5162760,5162760,5075246,30358.0,4540908,172754,3773225.28,0.0,760620.48,0,0,0,9444,580,5162760,86450,279472,804,0,48310,161682,31374,804616,518876
14,0,0,2544,1950,0,146,16190,14322,4828,504,0,1108,912,0,5012,86,32,68,12,21032,1950,120,3022,1798,14.58,21032,21032,27292,23.0,6276,286,2233.92,0.0,2888.64,0,0,2222,0,0,21032,10,498,40,0,122,0,0,4186,0
38656,0,0,896,1197390,0,0,2498644,2233364,354192,197186,0,31478,2636664,0,1037746,273488,223872,191100,0,2853556,1197390,31606,173994,179302,38656.3,2853556,2853556,2865240,11954.0,2659580,89980,2110848.96,0.0,544936.32,0,0,0,15480,1274,2853556,46166,375226,238,0,19126,77268,16628,572382,216006
31582,0,0,100,740062,0,0,1620580,1437450,307514,156564,0,161564,497674,4,440044,257876,157388,99802,456,1928240,740062,17306,180014,126714,31581.58,1928240,1928240,1928368,11374.0,1793722,49584,1551626.88,0.0,241201.92,0,0,0,2476,158,1928240,60006,87088,154,0,9552,44376,6374,248024,162074
39910,0,0,1088,1516612,0,0,3132464,2589726,683890,455330,0,3099686,1386668,0,1637892,218500,169732,154604,68,3817626,1516612,58786,218746,462316,39909.67,3817626,3817626,3832448,23237.0,3689204,144698,2647075.2,0.0,1038487.68,0,0,0,12716,470,3817626,61186,280064,248,0,29172,91516,30332,1118204,254714
1074,2044,60844,6378,15100,27010,39144,38542,55962,28380,1356,4,75308,66880,0,21052,15524,16774,4030,0,94030,15100,740,12512,15710,1074.58,94030,94030,95222,420.0,76554,1710,55818.24,0.0,18616.32,1630,55286,10586,0,0,94030,1054,3142,218,0,1086,1318,178,21422,5966
41206,0,0,1968,1553672,0,0,2378916,1968004,620708,358264,0,1327848,504358,0,834818,208570,145424,115016,2722,3000178,1553672,59202,314322,305522,41205.59,3000178,3000178,3034598,24523.0,2843924,106818,2378213.76,0.0,438818.88,0,0,0,4668,424,3000178,36208,122848,118,0,34286,88416,22920,489886,314014
12698,0,0,5940,405954,0,0,762686,665332,207462,70838,0,451348,760354,0,235614,110450,61726,41438,632,970368,405954,12288,130198,75946,12698.42,970368,970368,971600,4684.0,830890,20918,750974.4,0.0,77681.28,0,0,482,266,0,970368,1872,21402,208,0,6688,36068,4876,87676,169458
38942,0,0,1428,1131918,0,0,1895382,1636736,600114,180726,0,0,510802,0,636728,276500,194572,128040,0,2496220,1131918,30038,393474,203980,38941.01,2496220,2496220,2218752,10873.0,2109906,73746,1841029.44,0.0,265950.72,0,0,0,6490,620,2496220,14198,102718,244,0,17660,61940,11184,283352,145690
39204,0,144,162572,1264472,2328,4014,2483922,2021086,523576,339856,0,372290,830580,0,1011350,148512,113684,86694,8824,3010984,1264472,42266,230938,290338,39203.28,3010984,3010984,2987526,23627.0,2834174,116192,2366533.44,18565.44,445887.36,0,0,9652,3022,216,3010984,30756,169474,266,0,27684,97076,15708,492350,245888
41622,0,0,862,1068902,0,0,2460238,2245526,383310,170560,0,20034,2597170,0,827426,201244,141494,130614,0,2843936,1068902,23226,237612,145002,41621.53,2843936,2843936,2845160,17047.0,2635244,66010,2245393.92,0.0,387271.68,0,0,0,4502,90,2843936,109022,132778,96,0,13440,62444,8714,409224,277692
38910,0,0,6554,1072454,0,0,2248722,2013124,330224,204584,0,179174,297076,0,957776,290002,232348,208474,0,2579218,1072454,28024,201414,127152,38910.57,2579218,2579218,2582658,13514.0,2465372,65944,2145243.84,0.0,318242.88,0,0,0,3680,508,2579218,95328,141720,360,0,14344,72422,12726,332790,539206
29520,0,0,79494,837932,38,186,1712682,1430962,364814,246110,0,70376,774560,0,584316,148988,119266,102752,13690,2077808,837932,25136,187458,173970,29520.61,2077808,2077808,2079360,14877.0,1986330,62086,1702054.08,0.0,281991.36,0,0,6354,1640,36,2077808,60320,127500,408,0,14608,53886,8380,295678,238362
79244,0,0,1566,2539344,0,0,4722930,4110350,1318440,452760,0,1400664,4975054,30,1636776,457204,383548,314336,598,6042774,2539344,84376,890192,426110,79244.53,6042774,6042774,6014280,34370.0,5210844,152354,4457036.16,0.0,747488.64,0,0,0,7848,358,6042774,32912,267732,596,0,43604,164286,26668,792050,783548
32376,0,0,2652,964430,0,0,2017328,1633918,505528,317270,0,19470,706428,0,853654,240602,143124,95526,2,2523580,964430,31442,224086,278590,32375.88,2523580,2523580,2508996,15261.0,2383634,75144,2073824.64,0.0,307500.48,0,0,0,4702,364,2523580,39982,139424,524,0,20994,55108,10952,328276,323562
44,0,0,60,3758,0,0,19670,16302,21166,1666,0,1348,9100,0,8438,566,184,64,0,40856,3758,260,17888,3202,43.33,40856,40856,46430,36.0,11830,868,6773.76,0.0,3657.6,0,0,0,0,0,40856,96,928,66,0,216,540,100,5434,30
53400,0,0,166,1588738,0,0,3312728,2767726,815962,473724,0,225012,354866,4,1539856,324560,246116,228266,0,4129536,1588738,50538,536516,277452,53400.42,4129536,4129536,4123002,22269.0,3805902,85656,3308471.04,0.0,498270.72,0,0,0,5926,304,4129536,75514,196772,84,0,30666,166054,27634,518484,389438
3934,0,0,3880,105142,0,0,227980,215812,18784,6308,0,164792,183742,0,67854,41128,13598,5772,0,246842,105142,1506,10462,8240,3933.06,246842,246842,246180,792.0,212302,2960,188183.04,0.0,22698.24,0,0,1038,260,0,246842,102,5228,320,0,1006,2808,536,25122,10658
0,0,1368,74234,48074,11242,16956,131828,118498,44292,12330,0,12882,146130,0,91462,23008,9276,3134,0,187458,48074,1254,16628,26656,0.0,187458,187458,182592,491.0,156206,1884,70152.0,64088.64,20637.12,0,0,42266,10998,28,187458,362,13702,58,0,1472,960,158,86866,15670
79196,0,0,10340,2111704,0,0,4583656,3904618,823936,581046,0,2,5253896,0,2218814,748662,395360,186052,0,5408846,2111704,69502,370498,450222,79195.48,5408846,5408846,5400206,21633.0,5281394,142618,4560505.92,2.88,716766.72,0,0,0,8738,366,5408846,297972,267236,268,0,37312,132364,28286,769580,763776
12,0,0,2198,2498,0,0,6226,4554,10348,428,0,6316,5102,0,4656,168,310,44,74,16596,2498,158,8642,1682,12.91,16596,16596,21824,27.0,6358,284,1822.08,6.72,3414.72,0,0,2328,0,0,16596,12,684,56,0,122,86,24,4572,0
29314,0,0,262,789904,0,0,1602114,1370284,304632,201418,0,142494,316990,0,768132,166104,123644,119748,0,1907034,789904,22096,139422,164332,29314.24,1907034,1907034,1909462,10225.0,1852230,43140,1527907.2,0.0,322085.76,0,0,0,3668,458,1907034,17296,60806,142,0,12712,59686,9348,338820,205378
79360,0,0,81732,2713946,1824,2746,5747110,4652878,1399570,752468,0,2270,1544990,2,2273524,536632,485718,728154,0,7153260,2713946,114748,750838,641682,79360.46,7153260,7153260,7281116,29478.0,6258416,385622,5475296.64,0.0,766732.8,0,0,2346,64652,7042,7153260,178772,746504,358,0,67660,263396,59672,886358,436464
6,0,0,12,754,0,0,15338,14218,2042,148,0,2978,1610,0,1992,40,34,178,8,17394,754,98,1382,658,6.23,17394,17394,18940,20.0,2996,104,692.16,0.0,1227.84,0,0,0,0,0,17394,16,26,66,0,106,6,4,2352,26
86,0,0,48,8138,0,0,20196,11132,21578,2054,0,8046,18168,0,17486,702,314,302,44,41844,8138,568,12056,9102,85.28,41844,41844,38610,70.0,21878,872,8950.08,2918.4,8918.4,0,0,0,0,0,41844,188,394,122,4776,650,272,82,13440,504
40452,0,0,194,1437924,0,0,2612236,2270056,537300,276170,0,2112194,294336,0,1022024,336020,237690,174958,38,3150104,1437924,48278,250150,286138,40452.15,3150104,3150104,3181398,17643.0,3008958,123770,2567335.68,0.0,412030.08,0,0,0,9106,288,3150104,6492,363798,118,0,22876,128938,23846,463086,437320
147588,0,0,55894,5035590,0,0,9288480,6782726,3823482,2321862,0,859306,3822756,0,4935034,1073454,738052,561050,0,13113648,5035590,183114,1735358,2055332,147588.06,13113648,13113648,13086038,64239.0,12084454,377812,9561176.64,0.0,2517045.12,0,0,0,14180,616,13113648,405060,533068,342,0,113520,302286,65968,2637366,895700
14,0,0,222,1458,0,0,5296,2002,21982,136,0,2554,2868,0,3252,112,150,48,54,27296,1458,180,20532,1374,13.32,27296,27296,30616,42.0,4926,236,1496.64,0.0,1720.32,0,0,172,0,0,27296,18,84,82,0,252,48,14,3612,32
26,0,0,90,3418,0,0,27370,24796,3972,1084,0,0,3944,0,8660,114,38,10,0,31358,3418,280,1074,2880,26.74,31358,31358,34116,17.0,9662,696,5108.16,0.0,4503.36,0,0,0,0,0,31358,18,1010,24,0,166,272,104,5028,0
6764,0,0,3072,177132,0,0,377580,338540,70792,31736,0,105804,389910,0,174982,18482,4362,1416,0,448444,177132,5636,35588,35112,6764.84,448444,448444,451656,1251.0,403782,14102,357769.92,97.92,45478.08,0,0,0,288,0,448444,200,14888,70,0,2150,4622,6100,50246,54050
108,312,5204,10324,15580,3644,7404,33678,27694,134060,3060,14,31898,7600,6004,35582,1324,792,538,18,171476,15580,558,122084,11496,107.08,171476,171476,168756,108.0,43310,828,9000.96,21586.56,11636.16,0,4360,6914,14,0,171476,472,11292,34,23504,694,186,54,34570,574
69150,0,0,75930,1943078,202,608,3561068,2962012,702308,536728,0,1607160,1251996,0,1326710,587614,295526,183450,0,4264166,1943078,67936,344198,355526,69150.18,4264166,4264166,4274954,24783.0,4116434,127962,3648748.8,0.0,464924.16,0,0,13552,5876,906,4264166,165744,183102,370,0,34050,113562,30668,493428,432794
16,0,0,12,5294,0,0,11926,8678,12214,1094,0,8876,6554,0,7532,204,100,48,0,24164,5294,206,8620,3526,15.62,24164,24164,24492,31.0,8936,404,2721.6,0.0,5214.72,0,0,0,0,0,24164,20,1764,36,0,218,90,22,6306,0
40884,0,0,32806,1314930,0,0,2915130,2576888,506376,250406,0,227834,1678046,0,1495586,340500,246136,209742,0,3422592,1314930,33666,269414,234730,40883.92,3422592,3422592,3327610,14676.0,3181706,115786,2663035.2,0.0,515462.4,0,0,2200,3838,172,3422592,73496,174642,624,0,20684,118566,20210,543618,503990
34,0,0,52,4006,0,0,11180,8502,4518,1526,0,948,9976,0,10238,410,80,44,0,15716,4006,262,1308,3192,33.75,15716,15716,20754,30.0,12564,678,6190.08,0.0,5390.4,0,0,0,0,0,15716,14,738,22,0,144,336,90,6928,24
40786,0,0,41428,1181010,0,0,2253196,1832540,769042,342478,0,300688,583700,0,935600,198290,152072,124962,22870,3023014,1181010,43592,484940,282684,40786.45,3023014,3023014,3008478,19115.0,2620172,97384,2287952.64,0.0,329415.36,0,0,4140,3322,190,3023014,25432,139310,814,0,22944,81820,25980,357498,277270
50846,0,0,5300,1925202,0,0,3118566,2545576,917106,487440,0,791148,979610,4,1923958,284614,217694,217542,0,4036424,1925202,82652,446220,468730,50846.59,4036424,4036424,4007592,20831.0,3779128,143528,3181340.16,0.0,594972.48,0,0,0,5836,538,4036424,103974,268004,1090,0,43778,95632,23688,643724,456754
31286,0,0,572,1164600,0,0,1949240,1583492,558502,302764,0,697620,495876,0,921964,194560,151830,124640,92,2508262,1164600,38836,195188,358140,31285.18,2508262,2508262,2499524,16250.0,2379872,78746,1925534.4,0.0,452295.36,0,0,0,3996,160,2508262,1360,188556,174,0,24568,57182,11418,470756,291922
41160,0,0,2592,1574392,0,0,3436100,3076160,522964,231348,0,2104840,883994,0,1613042,506256,215714,105612,0,3960204,1574392,38860,222020,297710,41160.66,3960204,3960204,3935976,10330.0,3655664,201480,3104096.64,0.0,545588.16,0,0,0,16628,274,3960204,4466,257774,330,0,21920,150776,27810,596630,408206
508,0,0,33098,7184,5776,7810,32852,35782,9184,558,0,36780,35826,0,12072,9590,208,82,0,47864,7184,262,5762,3400,508.28,47864,47864,52426,143.0,37038,696,24882.24,12.48,11083.2,0,0,30270,0,0,47864,28,84,62,0,322,284,64,12444,230
58784,0,54,240782,1997416,2616,3590,4695716,4238454,1224524,344650,0,2279022,3898788,2,1974862,502834,299674,199826,1892,5923562,1997416,44006,829098,393990,58784.4,5923562,5923562,5912774,21973.0,5002218,134656,3832947.84,0.0,1165466.88,0,0,36532,1754,0,5923562,19862,323408,878,0,23128,103648,17468,1206980,353318
12,0,0,5334,2456,152,610,11578,8354,14492,1222,0,6502,6778,0,6576,98,120,236,40,26242,2456,188,11202,3274,11.28,26242,26242,28196,31.0,8078,330,1778.88,0.0,5321.28,0,0,4590,0,0,26242,12,1590,80,0,186,82,24,6508,42
14,0,42,1938,2320,0,0,11452,9762,10712,208,0,6896,2056,0,5278,372,98,588,2,22188,2320,144,9104,1598,13.55,22188,22188,23030,29.0,6928,278,2189.76,28.8,3369.6,0,0,1298,0,0,22188,12,660,98,0,116,76,26,4924,34
29784,0,0,840,959344,0,0,1752162,1315658,559966,374140,0,372876,371890,0,684212,179374,154124,124630,9514,2312690,959344,35588,273144,282900,29784.3,2312690,2312690,2305626,17872.0,2157010,74264,1872957.12,0.0,281264.64,0,0,0,5316,550,2312690,56424,133814,228,0,22132,54312,12534,296490,430692
8,0,0,6,586,0,0,10714,9150,6324,444,0,2474,264,0,2774,58,38,34,54,17064,586,106,4942,1364,8.51,17064,17064,18260,22.0,4074,176,1115.52,0.0,1867.2,0,0,0,0,0,17064,8,650,48,0,152,50,14,3036,102
30404,0,0,610,1121042,0,0,2597156,2270102,438340,272724,0,52472,128676,0,1205492,256262,204760,185016,280,3036190,1121042,30994,189702,247204,30404.51,3036190,3036190,3044014,17099.0,2876170,92066,2098731.84,19076.16,755975.04,0,0,0,6070,418,3036190,41408,166354,722,0,17590,59164,11776,794712,185742
29652,0,0,1164,978038,0,0,1955316,1689362,382444,219372,0,0,545258,0,753184,178060,133338,116380,0,2338244,978038,26108,165816,215802,29652.54,2338244,2338244,2333128,15773.0,2214154,67922,1784191.68,0.0,428237.76,0,0,0,5112,404,2338244,87450,184128,546,0,14038,56572,10582,447710,205926
